Year,Month,avgtemp,cloud_cover,diurnal_temperature_range,ground_frost_frequency,maxtemp,mintemp,potentialevapotranspiration,precipitation,Reference_crop_evapotranspiration,vapour_pressure,wet_day_frequency
1976,May,33.529,33.575,11.017000000000001,0.0,39.083,28.065,7.42,6.312,33.575,31.046999999999997,1.1947
1977,May,31.953000000000003,45.482,11.017000000000001,0.4488,37.506,26.4,7.2,40.348,45.482,29.406,3.3602
1978,May,32.653,41.193999999999996,11.017000000000001,0.0,38.205999999999996,27.188000000000002,7.27,14.536,41.193999999999996,31.046999999999997,1.0441
1979,May,31.776,40.516999999999996,11.017000000000001,0.2053,37.329,26.311999999999998,7.25,124.69,40.516999999999996,31.046999999999997,4.3232
1980,May,33.129,38.705,11.017000000000001,0.0,38.683,27.665,7.34,25.92,38.705,31.576999999999998,2.2613
1981,May,32.242,40.17,11.017000000000001,0.1082,37.705999999999996,26.688000000000002,7.27,73.02,40.17,31.046999999999997,2.6106
1982,May,32.065,40.293,11.017000000000001,0.01,37.618,26.6,7.27,11.654000000000002,40.293,31.046999999999997,1.8077
1983,May,32.565,40.293,11.017000000000001,0.0,38.117,27.1,7.26,53.434,40.293,31.046999999999997,2.6154
1984,May,32.741,39.694,11.017000000000001,0.0,38.205999999999996,27.188000000000002,7.28,1.151,39.694,32.312,0.4704
1985,May,32.753,39.793,11.017000000000001,0.0,38.218,27.2,7.33,4.981,39.793,31.046999999999997,1.0471
1986,May,32.942,39.705,11.017000000000001,0.0,38.495,27.388,7.3,5.035,39.705,31.081999999999997,1.3706
1987,May,31.865,40.293,11.017000000000001,0.0864,37.418,26.4,7.25,9.367,40.293,31.046999999999997,1.5642
1988,May,33.365,40.482,10.818,0.0,38.818000000000005,28.0,7.22,51.336999999999996,40.482,32.523,2.6714
1989,May,32.953,40.293,11.017000000000001,0.0,38.507,27.4,7.34,7.723,40.293,31.046999999999997,1.4212
1990,May,30.776999999999997,40.482,11.017000000000001,0.5253,36.33,25.311999999999998,7.24,61.131,40.482,30.081999999999997,4.5662
1991,May,32.665,40.293,11.017000000000001,0.0,38.218,27.2,7.34,5.071000000000001,40.293,31.136,1.3706
1992,May,32.353,40.293,11.017000000000001,0.01,37.906,26.888,7.25,33.191,40.293,31.046999999999997,2.6377
1993,May,32.453,40.293,11.017000000000001,0.1147,38.006,26.9,7.31,128.109,40.293,31.046999999999997,3.6826
1994,May,32.953,40.293,11.017000000000001,0.0,38.507,27.4,7.31,77.484,40.293,31.635,2.7307
1995,May,31.276,40.293,11.017000000000001,0.3488,36.83,25.811999999999998,7.23,55.398,40.293,30.118000000000002,2.9254
1996,May,33.654,37.552,11.017000000000001,0.0,39.205999999999996,28.188000000000002,7.39,32.284,37.552,32.247,2.0413
1997,May,32.765,42.398999999999994,11.017000000000001,0.0,38.23,27.211,7.24,6.292999999999999,42.398999999999994,31.046999999999997,1.3929
1998,May,33.165,42.176,11.017000000000001,0.0,38.718,27.7,7.24,47.153999999999996,42.176,32.236,2.5607
1999,May,31.865,42.54600000000001,11.017000000000001,0.2312,37.418,26.4,7.24,13.312000000000001,42.54600000000001,31.046999999999997,1.8366
2000,May,32.765,40.105,11.017000000000001,0.0,38.23,27.211,7.32,27.954,40.105,31.046999999999997,2.2654
2001,May,33.365,39.223,11.017000000000001,0.0,38.918,27.9,7.32,20.324,39.223,32.059,1.6318
2002,May,33.453,45.518,11.017000000000001,0.0,39.006,27.9,7.25,52.47,45.518,31.889,2.753
1930,Jun,30.712,62.653,10.3,0.0,35.911,25.612,6.63,78.335,62.653,27.871,5.3245
1931,Jun,32.4,60.353,10.3,0.0,37.6,27.3,6.8,76.184,60.353,28.346999999999998,3.8774
1932,Jun,32.277,67.065,10.3,0.0,37.477,27.176,6.62,37.381,67.065,28.447,2.2513
1933,Jun,32.0,62.653,10.3,0.0,37.2,26.9,6.69,14.345,62.653,27.871,2.7619
1934,Jun,31.511999999999997,62.653,10.3,0.0,36.711,26.412,6.71,80.904,62.653,28.346999999999998,4.5702
1935,Jun,32.288000000000004,63.06399999999999,10.3,0.0,37.489000000000004,27.188000000000002,6.76,34.33,63.06399999999999,28.346999999999998,3.1602
1936,Jun,31.212,62.32899999999999,10.3,0.0,36.412,26.111,6.69,59.295,62.32899999999999,28.259,2.9566
1937,Jun,32.688,64.153,10.3,0.0,37.889,27.588,6.76,47.297,64.153,28.346999999999998,2.7808
1938,Jun,30.824,63.14,10.3,0.0,36.024,25.723000000000003,6.7,71.623,63.14,27.394000000000002,4.1415
1939,Jun,32.476,61.74100000000001,10.3,0.0,37.676,27.377,6.78,24.314,61.74100000000001,28.435,2.4831
1940,Jun,31.8,63.441,10.3,0.0,37.0,26.7,6.7,41.816,63.441,28.346999999999998,4.2591
1941,Jun,32.1,65.04,10.3,0.0,37.3,27.0,6.68,58.537,65.04,28.247,3.2299
1942,Jun,32.3,62.253,10.3,0.0,37.5,27.2,6.75,62.647,62.253,28.247,3.6421
1943,Jun,31.410999999999998,66.111,10.3,0.0,36.611999999999995,26.311999999999998,6.64,41.31399999999999,66.111,27.871,3.4425
1944,Jun,31.511999999999997,61.552,10.3,0.0,36.711,26.412,6.75,95.45100000000001,61.552,28.247,4.2844
1945,Jun,32.589,59.44,10.3,0.0,37.788000000000004,27.488000000000003,6.82,14.9,59.44,28.247,2.0986
1946,Jun,31.311999999999998,65.44,10.3,0.0,36.512,26.212,6.67,49.676,65.44,28.159000000000002,2.6149
1947,Jun,32.589,60.441,10.3,0.0,37.788000000000004,27.488000000000003,6.79,49.113,60.441,28.624000000000002,3.2825
1948,Jun,32.977,62.452,10.3,0.0,38.176,27.875999999999998,6.79,18.064,62.452,28.846,3.0785
1949,Jun,30.424,63.8,10.3,0.0,35.624,25.323,6.64,107.251,63.8,27.394000000000002,5.1109
1950,Jun,32.189,63.353,10.3,0.0,37.388000000000005,27.088,6.73,35.924,63.353,28.346999999999998,2.6825
1951,Jun,31.9,60.353,10.3,0.0,37.1,26.8,6.77,37.244,60.353,28.435,3.609
1952,Jun,31.9,57.317,10.3,0.0,37.1,26.8,6.8,23.155,57.317,28.346999999999998,3.0402
1953,Jun,32.5,61.729,10.3,0.0,37.7,27.4,6.82,38.204,61.729,28.9,3.8654
1954,Jun,32.589,63.841,10.3,0.0,37.788000000000004,27.488000000000003,6.79,12.355,63.841,28.447,2.576
1955,Jun,30.8,73.053,10.3,0.0,36.0,25.7,6.5,40.232,73.053,28.235,1.7353
1956,Jun,30.4,72.917,10.3,0.0012,35.6,25.3,6.54,98.17399999999999,72.917,26.747,4.0648
1957,Jun,31.1,68.264,10.3,0.0,36.3,26.0,6.61,86.932,68.264,28.346999999999998,5.3486
1958,Jun,33.264,62.052,10.3,0.0,38.465,28.165,6.77,41.527,62.052,29.8,2.3978
1959,Jun,30.611,67.952,10.3,0.0,35.812,25.511999999999997,6.61,46.61,67.952,28.259,3.6409
1960,Jun,31.7,61.229,10.3,0.0,36.9,26.6,6.77,93.995,61.229,28.346999999999998,3.9466
1961,Jun,30.7,68.253,10.3,0.0,35.9,25.6,6.62,75.738,68.253,28.346999999999998,5.0532
1962,Jun,30.412,63.306000000000004,10.3,0.0,35.611999999999995,25.311999999999998,6.65,85.48700000000001,63.306000000000004,27.506,2.7561
1963,Jun,31.612,62.486999999999995,10.3,0.0,36.812,26.511,6.72,47.373999999999995,62.486999999999995,28.346999999999998,3.7567
1964,Jun,32.012,59.928999999999995,10.3,0.0,37.211999999999996,26.910999999999998,6.85,14.437000000000001,59.928999999999995,28.346999999999998,2.1531
1965,Jun,32.189,55.276,10.3,0.0,37.388000000000005,27.088,6.89,33.031,55.276,28.346999999999998,3.2984
1966,Jun,30.888,61.106,10.3,0.0,36.088,25.789,6.76,67.227,61.106,28.259,3.7896
1967,Jun,31.188000000000002,62.699,10.3,0.0,36.389,26.088,6.72,45.415,62.699,28.247,3.5197
1968,Jun,32.088,61.841,10.3,0.0,37.288000000000004,26.989,6.75,46.698,61.841,28.247,3.9661
1969,Jun,32.2,60.528999999999996,10.3,0.0,37.4,27.1,6.79,41.11600000000001,60.528999999999996,28.435,3.0661
1970,Jun,31.311999999999998,65.44,10.3,0.0,36.512,26.212,6.69,47.696000000000005,65.44,27.67,4.122
1971,Jun,30.511999999999997,66.464,10.3,0.01,35.711999999999996,25.410999999999998,6.62,39.156,66.464,27.070999999999998,3.1131
1972,Jun,32.177,60.24100000000001,10.3,0.0,37.376,27.076999999999998,6.77,73.289,60.24100000000001,28.435,4.1369
1973,Jun,31.9,66.241,10.3,0.0,37.1,26.8,6.68,15.09,66.241,28.247,3.8596
1974,Jun,31.688000000000002,57.376000000000005,10.3,0.0,36.888000000000005,26.589000000000002,6.82,87.738,57.376000000000005,28.346999999999998,3.612
1975,Jun,31.7,66.141,10.3,0.0,36.9,26.6,6.73,49.108999999999995,66.141,28.346999999999998,3.3355
1976,Jun,31.7,49.088,10.3,0.0,36.9,26.6,7.03,68.642,49.088,28.346999999999998,3.1997
1977,Jun,31.588,64.153,10.3,0.0,36.789,26.488000000000003,6.68,79.90100000000001,64.153,28.346999999999998,3.8437
1978,Jun,31.511999999999997,67.706,10.3,0.0,36.711,26.412,6.67,42.38399999999999,67.706,28.346999999999998,3.4308
1979,Jun,31.9,64.2,10.3,0.0,37.1,26.8,6.69,28.212,64.2,28.535999999999998,2.0396
1980,Jun,31.735,67.952,10.3,0.0,36.935,26.636,6.67,38.634,67.952,28.346999999999998,3.1909
1981,Jun,31.877,64.153,10.3,0.0,37.077,26.776,6.72,56.556999999999995,64.153,28.612,3.3114
1982,Jun,31.823,62.653,10.3,0.0,37.023,26.724,6.73,74.44800000000001,62.653,28.346999999999998,3.5526
1983,Jun,32.611999999999995,62.153,10.3,0.0,37.811,27.511999999999997,6.78,56.505,62.153,29.346999999999998,3.4013
1984,Jun,31.988000000000003,64.053,10.3,0.0,37.188,26.888,6.77,50.497,64.053,28.247,2.066
1985,Jun,31.311999999999998,62.653,10.3,0.0,36.512,26.212,6.77,54.993,62.653,28.346999999999998,3.6656
1986,Jun,32.2,62.653,10.3,0.0,37.4,27.1,6.74,20.531999999999996,62.653,28.346999999999998,2.9384
1987,Jun,32.5,62.06399999999999,10.3,0.0,37.7,27.4,6.73,73.447,62.06399999999999,29.023000000000003,3.855
1988,Jun,32.665,63.14,10.3,0.0,37.865,27.564,6.8,29.476999999999997,63.14,29.123,3.2072
1989,Jun,31.3,62.653,10.3,0.0,36.5,26.2,6.77,91.57700000000001,62.653,28.346999999999998,4.3656
1990,Jun,31.612,62.653,10.3,0.0,36.812,26.511,6.68,23.906999999999996,62.653,28.247,2.9489
1991,Jun,30.623,62.653,10.3,0.0,35.823,25.524,6.69,88.443,62.653,28.081999999999997,4.6744
1992,Jun,32.4,62.653,10.3,0.0,37.6,27.3,6.75,18.283,62.653,28.346999999999998,3.0731
1993,Jun,31.7,62.653,10.3,0.0,36.9,26.6,6.72,68.942,62.653,28.346999999999998,4.4067
1994,Jun,32.312,62.653,10.3,0.0,37.512,27.211,6.78,39.444,62.653,28.247,3.0026
1995,Jun,32.4,62.653,10.3,0.0,37.6,27.3,6.75,26.284000000000002,62.653,29.2,2.7237
1996,Jun,30.888,65.08800000000001,10.3,0.0,36.088,25.789,6.7,157.982,65.08800000000001,27.724,7.2328
1997,Jun,32.211999999999996,60.924,10.3,0.0,37.411,27.112,6.77,72.541,60.924,29.447,3.682
1998,Jun,33.3,67.935,10.3,0.0,38.5,28.2,6.71,22.406999999999996,67.935,30.046999999999997,2.499
1999,Jun,31.5,62.012,10.3,0.0,36.7,26.4,6.76,84.009,62.012,28.346999999999998,3.8368
2000,Jun,31.323,79.065,10.3,0.0,36.524,26.224,6.45,77.208,79.065,27.859,4.2615
2001,Jun,31.988000000000003,74.241,10.3,0.0,37.188,26.888,6.55,62.783,74.241,28.346999999999998,4.5449
2002,Jun,31.912,66.32300000000001,10.3,0.0,37.111999999999995,26.811999999999998,6.67,16.879,66.32300000000001,28.247,2.7649
1930,Jul,31.311999999999998,76.3,9.712,0.0,36.211999999999996,26.5,6.27,44.955,76.3,27.635,4.7902
1931,Jul,30.311,73.112,9.712,0.0,35.211,25.5,6.33,155.375,73.112,27.635,5.8598
1932,Jul,30.912,80.447,9.712,0.0,35.812,26.1,6.24,46.203,80.447,27.635,4.992
1933,Jul,31.011,75.1,9.712,0.0,35.823,26.111,6.33,34.35,75.1,27.371,5.3115
1934,Jul,30.611,74.3,9.712,0.0,35.510999999999996,25.8,6.31,60.446999999999996,74.3,27.635,5.7066
1935,Jul,31.011,75.712,9.712,0.0,35.823,26.111,6.33,75.263,75.712,27.635,5.3945
1936,Jul,30.523000000000003,75.1,9.712,0.0,35.335,25.623,6.28,116.365,75.1,27.635,6.1462
1937,Jul,30.311,77.836,9.712,0.0,35.211,25.5,6.27,70.575,77.836,27.635,4.7301
1938,Jul,30.712,77.7,9.712,0.0,35.611999999999995,25.811999999999998,6.26,81.027,77.7,27.371,4.8038
1939,Jul,30.912,75.8,9.712,0.0,35.812,26.1,6.29,26.998,75.8,27.635,3.6284
1940,Jul,30.824,80.223,9.712,0.0,35.724000000000004,26.011999999999997,6.2,89.35700000000001,80.223,27.546999999999997,4.9925
1941,Jul,31.9,76.3,9.712,0.0,36.8,27.088,6.3,64.923,76.3,28.323,5.4366
1942,Jul,31.224,77.4,9.712,0.0,36.124,26.324,6.33,27.579,77.4,27.635,4.0119
1943,Jul,30.135,77.7,9.712,0.0,35.035,25.323,6.22,99.711,77.7,27.635,4.2879
1944,Jul,29.747,76.112,9.712,0.0,34.647,24.846999999999998,6.26,131.471,76.112,27.546999999999997,7.3098
1945,Jul,30.335,75.811,9.712,0.0,35.235,25.524,6.29,84.51299999999999,75.811,27.635,5.568
1946,Jul,30.824,76.476,9.712,0.0,35.724000000000004,26.011999999999997,6.27,61.806999999999995,76.476,27.635,5.6136
1947,Jul,30.323,78.22399999999999,9.712,0.0,35.223,25.511999999999997,6.27,139.10299999999998,78.22399999999999,27.546999999999997,7.8603
1948,Jul,30.724,75.512,9.712,0.0,35.624,25.824,6.35,73.08,75.512,27.635,5.0119
1949,Jul,29.535,77.623,9.712,0.0,34.347,24.635,6.18,144.627,77.623,27.635,8.7814
1950,Jul,30.311,77.92399999999999,9.712,0.0,35.211,25.5,6.27,50.812,77.92399999999999,27.635,5.6173
1951,Jul,30.311,74.723,9.712,0.0,35.211,25.5,6.28,85.079,74.723,27.635,6.5732
1952,Jul,31.011,73.035,9.712,0.0,35.823,26.111,6.35,56.123999999999995,73.035,27.912,4.5222
1953,Jul,30.824,75.1,9.712,0.0,35.724000000000004,26.011999999999997,6.3,104.443,75.1,27.635,5.902
1954,Jul,29.335,75.312,9.712,0.0,34.235,24.523000000000003,6.28,235.34900000000002,75.312,27.635,8.4108
1955,Jul,29.423000000000002,78.9,9.712,0.0,34.323,24.523000000000003,6.22,81.814,78.9,27.635,6.4943
1956,Jul,29.123,80.2,9.712,0.01,34.023,24.311999999999998,6.12,89.88,80.2,26.236,5.9432
1957,Jul,29.624000000000002,82.7,9.712,0.0,34.524,24.811999999999998,6.13,82.1,82.7,27.635,5.8496
1958,Jul,30.8,80.5,9.712,0.0,35.7,25.988000000000003,6.28,32.045,80.5,27.635,4.4027
1959,Jul,29.624000000000002,79.712,9.712,0.0,34.524,24.811999999999998,6.12,63.828,79.712,27.635,4.9202
1960,Jul,30.024,78.723,9.712,0.0,34.835,25.124000000000002,6.18,103.054,78.723,27.635,6.8408
1961,Jul,29.335,82.7,9.712,0.0,34.235,24.523000000000003,6.1,168.125,82.7,27.247,6.9319
1962,Jul,29.923000000000002,78.2,9.712,0.0,34.823,25.023000000000003,6.22,92.287,78.2,27.635,4.7773
1963,Jul,30.523000000000003,75.212,9.712,0.0,35.335,25.623,6.3,63.193000000000005,75.212,27.635,6.2613
1964,Jul,30.311,76.91199999999999,9.712,0.0,35.211,25.5,6.27,157.67700000000002,76.91199999999999,27.635,8.2367
1965,Jul,30.311,70.765,9.712,0.0,35.211,25.5,6.41,109.95299999999999,70.765,27.635,5.7237
1966,Jul,30.3,77.32300000000001,9.712,0.0,35.2,25.489,6.23,104.76299999999999,77.32300000000001,27.635,6.0055
1967,Jul,29.823,75.388,9.712,0.0,34.723,25.011,6.27,105.22,75.388,27.635,6.4673
1968,Jul,31.1,77.971,9.712,0.0,36.0,26.288,6.24,39.919000000000004,77.971,27.635,5.0431
1969,Jul,30.323,75.1,9.712,0.0,35.223,25.511999999999997,6.29,110.022,75.1,27.635,6.1015
1970,Jul,29.835,75.1,9.712,0.0,34.735,25.023000000000003,6.28,178.39700000000002,75.1,27.635,5.5062
1971,Jul,29.9,72.417,9.712,0.0,34.8,25.0,6.33,112.67299999999999,72.417,27.635,5.6443
1972,Jul,30.736,76.053,9.712,0.0,35.635999999999996,25.836,6.29,63.551,76.053,27.724,5.186
1973,Jul,31.311999999999998,78.241,9.712,0.0,36.211999999999996,26.5,6.31,79.668,78.241,28.171,4.9726
1974,Jul,29.910999999999998,75.1,9.712,0.0,34.811,25.011,6.3,128.226,75.1,27.635,5.416
1975,Jul,29.123,78.189,9.712,0.01,34.023,24.311999999999998,6.18,176.877,78.189,27.635,7.902
1976,Jul,29.647,73.176,9.712,0.0,34.547,24.835,6.33,188.72,73.176,27.635,7.582000000000001
1977,Jul,30.8,79.265,9.712,0.0,35.7,25.988000000000003,6.24,74.59899999999999,79.265,27.635,5.051
1978,Jul,30.011999999999997,79.277,9.712,0.0,34.823,25.112,6.19,94.506,79.277,27.635,6.8267
1979,Jul,30.724,75.64699999999999,9.712,0.0,35.624,25.824,6.3,99.295,75.64699999999999,27.635,4.8567
1980,Jul,30.724,75.265,9.712,0.0,35.624,25.824,6.34,74.78,75.265,27.635,5.812
1981,Jul,30.311,76.3,9.712,0.0,35.211,25.5,6.28,185.113,76.3,27.635,7.5455
1982,Jul,30.623,76.3,9.712,0.0,35.523,25.811999999999998,6.27,123.28,76.3,27.635,5.1261
1983,Jul,30.835,75.8,9.712,0.0,35.735,26.023000000000003,6.34,94.602,75.8,27.635,7.5238
1984,Jul,29.135,76.3,9.712,0.0,34.035,24.324,6.19,177.82299999999998,76.3,27.635,8.3842
1985,Jul,29.335,76.3,9.712,0.0,34.235,24.523000000000003,6.21,185.641,76.3,27.635,7.4312
1986,Jul,31.712,75.8,9.712,0.0,36.611999999999995,26.811999999999998,6.36,47.592,75.8,29.3,3.5901
1987,Jul,31.612,76.3,9.712,0.0,36.512,26.8,6.35,44.168,76.3,28.624000000000002,3.6861
1988,Jul,30.311,76.3,9.712,0.0,35.211,25.5,6.3,125.84100000000001,76.3,27.635,7.3473
1989,Jul,29.335,76.3,9.712,0.0,34.235,24.523000000000003,6.18,138.57399999999998,76.3,27.635,8.3843
1990,Jul,30.511999999999997,76.3,9.712,0.0,35.324,25.612,6.27,62.758,76.3,27.635,4.2066
1991,Jul,30.846999999999998,76.3,9.712,0.0,35.747,26.035,6.26,78.15100000000001,76.3,27.871,5.1749
1992,Jul,31.124000000000002,76.3,9.712,0.0,36.024,26.311999999999998,6.31,80.543,76.3,27.724,5.5696
1993,Jul,30.935,76.3,9.712,0.0,35.835,26.123,6.29,84.34100000000001,76.3,27.635,5.2178
1994,Jul,30.435,76.3,9.712,0.0,35.335,25.535,6.31,66.058,76.3,27.635,5.3420000000000005
1995,Jul,30.311,76.3,9.712,0.0,35.211,25.5,6.29,120.604,76.3,27.635,6.2732
1996,Jul,30.323,80.065,9.712,0.0,35.223,25.511999999999997,6.17,67.90100000000001,80.065,27.635,5.1842
1997,Jul,31.624000000000002,78.35300000000001,9.712,0.0,36.524,26.811999999999998,6.27,38.536,78.35300000000001,29.335,5.4183
1998,Jul,31.023000000000003,74.165,9.712,0.0,35.835,26.123,6.37,105.531,74.165,27.635,6.4884
1999,Jul,29.346999999999998,71.477,9.712,0.0,34.247,24.535,6.29,46.052,71.477,27.635,4.0849
2000,Jul,30.135,76.642,9.712,0.0,35.035,25.323,6.25,108.573,76.642,27.635,5.8684
2001,Jul,31.410999999999998,74.6,9.712,0.0,36.311,26.6,6.34,105.955,74.6,28.346999999999998,6.6896
2002,Jul,32.012,66.435,9.712,0.0,36.824,27.112,6.51,49.998000000000005,66.435,29.335,4.0185
1930,Aug,30.188000000000002,67.652,9.412,0.0,34.889,25.476999999999997,6.29,82.852,67.652,28.159000000000002,3.3369
1931,Aug,30.088,67.952,9.412,0.0,34.8,25.388,6.25,85.916,67.952,28.159000000000002,5.3855
1932,Aug,29.388,68.86399999999999,9.412,0.0,34.1,24.689,6.21,63.556000000000004,68.86399999999999,27.447,5.7885
1933,Aug,29.7,66.464,9.412,0.0,34.411,25.0,6.27,131.141,66.464,28.07,7.0202
1934,Aug,29.6,65.676,9.412,0.0,34.3,24.888,6.26,132.96,65.676,28.159000000000002,6.1418
1935,Aug,29.4,66.653,9.412,0.0,34.111999999999995,24.7,6.27,274.895,66.653,28.159000000000002,6.7391
1936,Aug,29.712,66.753,9.412,0.0,34.423,25.011,6.25,133.292,66.753,28.159000000000002,5.4319
1937,Aug,29.8,64.553,9.412,0.0,34.512,25.1,6.28,151.941,64.553,28.159000000000002,5.7378
1938,Aug,29.6,66.265,9.412,0.0,34.3,24.888,6.28,136.268,66.265,28.159000000000002,7.6403
1939,Aug,30.976,66.464,9.412,0.0,35.688,26.276999999999997,6.32,19.177,66.464,28.87,3.853
1940,Aug,30.288,68.86399999999999,9.412,0.0,35.0,25.588,6.24,106.404,68.86399999999999,28.07,4.4159
1941,Aug,31.276,67.652,9.412,0.0,35.977,26.565,6.34,54.621,67.652,29.236,5.0154
1942,Aug,29.9,66.764,9.412,0.0,34.611999999999995,25.2,6.27,148.162,66.764,28.159000000000002,7.5026
1943,Aug,29.6,65.452,9.412,0.0,34.3,24.888,6.27,129.537,65.452,28.159000000000002,7.0578
1944,Aug,29.7,64.429,9.412,0.0,34.411,25.0,6.28,162.332,64.429,28.07,6.4473
1945,Aug,29.8,66.12899999999999,9.412,0.0,34.512,25.1,6.28,180.11900000000003,66.12899999999999,28.07,7.0914
1946,Aug,29.6,70.065,9.412,0.0,34.3,24.888,6.22,141.717,70.065,28.159000000000002,6.1202
1947,Aug,29.412,67.176,9.412,0.0,34.124,24.712,6.25,82.994,67.176,28.159000000000002,6.919
1948,Aug,29.9,65.653,9.412,0.0,34.611999999999995,25.2,6.29,79.12100000000001,65.653,28.159000000000002,6.5496
1949,Aug,29.212,67.652,9.412,0.0,33.923,24.511999999999997,6.21,174.90099999999998,67.652,28.159000000000002,8.011000000000001
1950,Aug,29.288,65.906,9.412,0.0,34.0,24.588,6.27,164.68900000000002,65.906,28.159000000000002,6.2589999999999995
1951,Aug,30.3,67.264,9.412,0.0,35.012,25.6,6.27,151.237,67.264,28.159000000000002,5.2565
1952,Aug,29.888,67.12899999999999,9.412,0.0,34.6,25.188000000000002,6.25,142.341,67.12899999999999,28.159000000000002,6.8561
1953,Aug,30.788,66.265,9.412,0.0,35.5,26.088,6.32,71.531,66.265,28.159000000000002,5.819
1954,Aug,29.0,66.265,9.412,0.0,33.711999999999996,24.3,6.2,83.583,66.265,28.159000000000002,6.3929
1955,Aug,28.112,68.86399999999999,9.412,0.01,32.823,23.412,6.13,197.118,68.86399999999999,26.459,7.3509
1956,Aug,29.011999999999997,68.86399999999999,9.412,0.0,33.711999999999996,24.3,6.18,177.516,68.86399999999999,28.159000000000002,6.5849
1957,Aug,28.688000000000002,70.065,9.412,0.0,33.389,23.976999999999997,6.12,132.752,70.065,28.159000000000002,5.4087
1958,Aug,28.976999999999997,70.065,9.412,0.0,33.689,24.276999999999997,6.15,181.377,70.065,28.159000000000002,8.7793
1959,Aug,30.2,68.253,9.412,0.0,34.912,25.5,6.22,74.91199999999999,68.253,28.159000000000002,6.1832
1960,Aug,30.875999999999998,67.352,9.412,0.0,35.589,26.177,6.3,75.956,67.352,29.135,3.2882
1961,Aug,28.712,68.86399999999999,9.312000000000001,0.0,33.412,24.1,6.13,241.576,68.86399999999999,28.159000000000002,8.5161
1962,Aug,29.1,70.065,9.412,0.0,33.8,24.388,6.16,243.571,70.065,28.07,8.1627
1963,Aug,29.311999999999998,67.176,9.412,0.0,34.023,24.611,6.23,145.136,67.176,28.159000000000002,8.2375
1964,Aug,29.2,67.652,9.412,0.0,33.912,24.5,6.23,163.52200000000002,67.652,28.159000000000002,6.2896
1965,Aug,28.511999999999997,66.476,9.412,0.0,33.211999999999996,23.8,6.2,228.59099999999998,66.476,27.935,8.3603
1966,Aug,29.589000000000002,66.265,9.412,0.0,34.3,24.888,6.27,203.662,66.265,28.159000000000002,8.0384
1967,Aug,28.712,67.84100000000001,9.412,0.0,33.424,24.011999999999997,6.18,292.125,67.84100000000001,28.159000000000002,6.8421
1968,Aug,31.265,66.265,9.412,0.0,35.977,26.565,6.34,39.534,66.265,29.236,2.8404
1969,Aug,29.888,66.964,9.412,0.0,34.6,25.188000000000002,6.23,138.097,66.964,28.159000000000002,6.3932
1970,Aug,28.624000000000002,68.77600000000001,9.412,0.0,33.335,23.923000000000002,6.16,198.78799999999998,68.77600000000001,28.159000000000002,7.2056
1971,Aug,29.2,66.265,9.412,0.0,33.912,24.5,6.23,87.774,66.265,28.159000000000002,6.0661
1972,Aug,30.976,62.653,9.412,0.0,35.688,26.276999999999997,6.36,113.066,62.653,29.212,5.2377
1973,Aug,28.823,71.965,9.412,0.0,33.535,24.123,6.14,249.64700000000002,71.965,28.159000000000002,7.6443
1974,Aug,29.6,67.27600000000001,9.412,0.0,34.3,24.888,6.24,96.977,67.27600000000001,28.159000000000002,4.4036
1975,Aug,29.4,70.065,9.412,0.0,34.111999999999995,24.7,6.18,182.396,70.065,28.159000000000002,7.1538
1976,Aug,28.588,65.876,9.412,0.0,33.3,23.888,6.19,364.62699999999995,65.876,27.546999999999997,7.7397
1977,Aug,29.2,68.429,9.412,0.0,33.912,24.5,6.2,186.657,68.429,28.159000000000002,8.252
1978,Aug,29.788,70.553,9.412,0.0,34.5,25.089000000000002,6.18,135.347,70.553,28.159000000000002,6.1176
1979,Aug,30.8,66.476,9.412,0.0,35.510999999999996,26.1,6.33,82.494,66.476,29.835,4.9343
1980,Aug,29.4,66.84100000000001,9.412,0.0,34.111999999999995,24.7,6.22,148.362,66.84100000000001,28.159000000000002,7.1932
1981,Aug,29.3,67.652,9.412,0.0,34.010999999999996,24.6,6.24,185.36599999999999,67.652,28.159000000000002,7.3338
1982,Aug,30.223000000000003,67.652,9.412,0.0,34.936,25.524,6.25,107.61,67.652,28.329,4.4726
1983,Aug,29.511,67.652,9.412,0.0,34.211999999999996,24.8,6.27,194.808,67.652,28.159000000000002,8.7845
1984,Aug,30.588,67.652,9.412,0.0,35.3,25.888,6.24,43.168,67.652,28.07,4.2805
1985,Aug,29.412,67.652,9.512,0.0,34.211999999999996,24.7,6.23,141.94,67.652,28.159000000000002,8.2578
1986,Aug,30.389,67.27600000000001,9.412,0.0,35.1,25.688000000000002,6.28,57.56100000000001,67.27600000000001,28.07,5.5967
1987,Aug,30.024,67.652,9.412,0.0,34.735,25.323,6.26,124.63600000000001,67.652,28.183000000000003,6.0344
1988,Aug,29.311999999999998,67.652,9.412,0.0,34.023,24.611,6.23,358.046,67.652,28.159000000000002,10.3796
1989,Aug,30.412,67.652,9.412,0.0,35.123000000000005,25.711,6.24,55.826,67.652,28.982,4.1773
1990,Aug,29.888,67.652,9.412,0.0,34.6,25.188000000000002,6.24,94.741,67.652,28.07,6.5927
1991,Aug,30.011999999999997,67.652,9.412,0.0,34.711999999999996,25.3,6.24,116.48700000000001,67.652,28.159000000000002,6.4114
1992,Aug,30.011999999999997,67.652,9.412,0.0,34.711999999999996,25.3,6.27,135.651,67.652,28.159000000000002,7.2755
