Year,Month,avgtemp,cloud_cover,diurnal_temperature_range,ground_frost_frequency,maxtemp,mintemp,potentialevapotranspiration,precipitation,Reference_crop_evapotranspiration,vapour_pressure,wet_day_frequency
1993,Aug,29.910999999999998,67.652,9.412,0.0,34.624,25.212,6.25,229.481,67.652,28.159000000000002,7.8962
1994,Aug,29.910999999999998,67.652,9.412,0.0,34.624,25.212,6.22,151.224,67.652,28.159000000000002,5.9686
1995,Aug,29.6,67.652,9.412,0.0,34.3,24.888,6.22,372.275,67.652,28.159000000000002,9.3769
1996,Aug,30.088,67.706,9.412,0.0,34.8,25.388,6.27,85.77,67.706,28.159000000000002,6.3437
1997,Aug,30.6,70.47,9.412,0.0,35.3,25.888,6.24,91.676,70.47,28.159000000000002,6.4131
1998,Aug,29.811999999999998,71.959,9.412,0.0,34.524,25.112,6.17,153.259,71.959,28.07,7.4516
1999,Aug,30.011999999999997,67.347,9.412,0.0,34.711999999999996,25.3,6.22,187.89700000000002,67.347,28.159000000000002,7.0655
2000,Aug,29.612,63.187,9.412,0.0,34.323,24.912,6.29,123.98,63.187,28.159000000000002,7.6186
2001,Aug,30.3,67.829,9.412,0.0,35.012,25.6,6.27,70.783,67.829,28.159000000000002,5.3562
2002,Aug,30.288,76.112,9.412,0.0,35.0,25.588,6.12,160.659,76.112,28.159000000000002,6.4409
1930,Sep,29.177,58.941,9.377,0.0,33.865,24.488000000000003,6.2,104.846,58.941,29.046999999999997,5.3014
1931,Sep,29.088,56.629,9.377,0.0,33.777,24.4,6.19,186.149,56.629,29.046999999999997,6.4491
1932,Sep,29.388,61.141000000000005,9.377,0.0,34.077,24.7,6.13,122.713,61.141000000000005,29.046999999999997,4.5606
1933,Sep,29.776,58.941,9.377,0.0,34.465,25.089000000000002,6.2,32.078,58.941,29.046999999999997,4.3295
1934,Sep,29.776,56.629,9.377,0.0,34.465,25.089000000000002,6.23,43.335,56.629,29.046999999999997,2.342
1935,Sep,29.088,58.941,9.377,0.0,33.777,24.4,6.15,99.177,58.941,29.046999999999997,4.8336
1936,Sep,29.488000000000003,57.93,9.377,0.0,34.177,24.8,6.18,89.09,57.93,29.046999999999997,6.6719
1937,Sep,29.677,55.528999999999996,9.377,0.0,34.364000000000004,24.988000000000003,6.26,139.05,55.528999999999996,29.046999999999997,5.7379
1938,Sep,28.889,58.941,9.377,0.0,33.576,24.2,6.12,228.774,58.941,29.046999999999997,7.8164
1939,Sep,29.677,57.74100000000001,9.377,0.0,34.364000000000004,24.988000000000003,6.23,152.279,57.74100000000001,29.046999999999997,6.9025
1940,Sep,29.7,58.941,9.377,0.0,34.388000000000005,25.011,6.2,95.84100000000001,58.941,29.046999999999997,6.5149
1941,Sep,29.189,61.141000000000005,9.377,0.0,33.876,24.5,6.16,228.942,61.141000000000005,29.046999999999997,7.4013
1942,Sep,29.875999999999998,57.953,9.377,0.0,34.565,25.188000000000002,6.21,82.59700000000001,57.953,29.046999999999997,7.6547
1943,Sep,29.0,59.44,9.377,0.0,33.689,24.311999999999998,6.18,82.765,59.44,29.046999999999997,5.6249
1944,Sep,28.9,56.32899999999999,9.377,0.0,33.588,24.211,6.19,151.281,56.32899999999999,29.046999999999997,6.4409
1945,Sep,28.6,57.24100000000001,9.377,0.0,33.288000000000004,23.910999999999998,6.17,180.265,57.24100000000001,29.046999999999997,5.4208
1946,Sep,28.6,59.941,9.377,0.0,33.288000000000004,23.910999999999998,6.11,187.27700000000002,59.941,29.046999999999997,5.8983
1947,Sep,28.588,59.153,9.377,0.0,33.275999999999996,23.9,6.14,150.726,59.153,29.046999999999997,7.5213
1948,Sep,29.4,58.941,9.377,0.0,34.089,24.712,6.17,160.43,58.941,29.046999999999997,7.0802
1949,Sep,28.4,58.941,9.377,0.0,33.088,23.712,6.09,195.958,58.941,29.046999999999997,5.478
1950,Sep,28.5,59.941,9.377,0.0,33.188,23.811999999999998,6.11,153.205,59.941,29.046999999999997,6.2721
1951,Sep,29.288,57.353,9.377,0.0,33.976,24.6,6.19,83.068,57.353,29.046999999999997,5.5443
1952,Sep,30.076999999999998,55.365,9.377,0.0,34.764,25.388,6.26,27.168000000000003,55.365,29.046999999999997,2.8636
1953,Sep,29.189,56.528999999999996,9.377,0.0,33.876,24.5,6.24,119.375,56.528999999999996,29.046999999999997,6.0324
1954,Sep,29.189,58.894,9.377,0.0,33.876,24.5,6.15,73.707,58.894,29.046999999999997,5.2596
1955,Sep,28.576999999999998,59.941,9.377,0.0,33.264,23.888,6.07,152.93,59.941,29.046999999999997,5.6072
1956,Sep,28.476999999999997,61.33,9.377,0.0,33.165,23.788,6.09,222.72299999999998,61.33,29.046999999999997,7.6803
1957,Sep,29.276999999999997,58.353,9.377,0.0,33.964,24.588,6.15,100.91,58.353,29.046999999999997,5.2396
1958,Sep,30.065,59.83,9.377,0.0,34.753,25.375999999999998,6.16,48.597,59.83,29.046999999999997,5.3119
1959,Sep,29.488000000000003,60.717,9.377,0.0,34.177,24.8,6.15,103.311,60.717,29.046999999999997,5.1113
1960,Sep,28.588,61.141000000000005,9.377,0.0,33.275999999999996,23.9,6.12,205.78,61.141000000000005,29.046999999999997,9.0035
1961,Sep,28.6,59.417,9.377,0.0,33.288000000000004,23.910999999999998,6.1,196.308,59.417,29.046999999999997,6.6108
1962,Sep,28.8,60.505,9.377,0.0,33.488,24.112,6.12,137.995,60.505,29.046999999999997,6.6714
1963,Sep,29.3,57.163999999999994,9.377,0.0,33.988,24.611,6.17,132.10399999999998,57.163999999999994,29.046999999999997,5.9924
1964,Sep,28.612,59.729,9.377,0.0,33.3,23.923000000000002,6.09,122.68299999999999,59.729,29.046999999999997,7.8216
1965,Sep,29.388,57.353,9.377,0.0,34.077,24.7,6.15,104.59,57.353,29.046999999999997,6.9407
1966,Sep,28.588,57.265,9.377,0.0,33.275999999999996,23.9,6.17,232.46900000000002,57.265,29.046999999999997,7.2161
1967,Sep,29.088,58.928999999999995,9.377,0.0,33.777,24.4,6.15,61.305,58.928999999999995,29.046999999999997,5.0497
1968,Sep,29.276999999999997,57.864,9.377,0.0,33.964,24.588,6.23,98.738,57.864,29.046999999999997,6.0331
1969,Sep,30.088,58.794,9.377,0.0,34.775999999999996,25.4,6.21,33.856,58.794,29.759,2.3313
1970,Sep,28.988000000000003,59.32899999999999,9.377,0.0,33.677,24.3,6.12,114.306,59.32899999999999,29.046999999999997,5.7526
1971,Sep,29.076,59.941,9.377,0.0,33.765,24.388,6.13,132.99,59.941,28.758000000000003,5.8594
1972,Sep,30.165,56.763999999999996,9.377,0.0,34.853,25.476999999999997,6.28,78.672,56.763999999999996,29.224,5.7613
1973,Sep,29.388,59.417,9.377,0.0,34.077,24.7,6.13,174.17700000000002,59.417,29.046999999999997,7.7308
1974,Sep,28.688000000000002,60.928999999999995,9.377,0.0,33.376999999999995,24.0,6.1,190.502,60.928999999999995,29.046999999999997,7.8667
1975,Sep,28.089000000000002,62.37,9.377,0.0088,32.775999999999996,23.4,6.05,193.34599999999998,62.37,27.871,6.3526
1976,Sep,29.488000000000003,56.423,9.377,0.0,34.177,24.8,6.19,56.695,56.423,29.046999999999997,3.72
1977,Sep,29.589000000000002,57.93,9.377,0.0,34.275999999999996,24.9,6.2,114.93299999999999,57.93,29.046999999999997,3.833
1978,Sep,29.189,58.928999999999995,9.377,0.0,33.876,24.5,6.15,288.843,58.928999999999995,29.046999999999997,7.7425
1979,Sep,28.764,61.964,9.377,0.0,33.453,24.076999999999998,6.11,164.229,61.964,28.811,7.4614
1980,Sep,30.053,57.841,9.377,0.0,34.741,25.364,6.2,60.747,57.841,29.046999999999997,4.6896
1981,Sep,28.5,58.941,9.377,0.0,33.188,23.811999999999998,6.12,196.56799999999998,58.941,28.235,7.4944
1982,Sep,29.8,58.941,9.377,0.0,34.489000000000004,25.112,6.18,97.39,58.941,29.046999999999997,5.7866
1983,Sep,28.323,58.941,9.377,0.0,33.012,23.636,6.11,254.248,58.941,29.046999999999997,8.2298
1984,Sep,29.076,58.941,9.377,0.0,33.765,24.388,6.18,239.775,58.941,29.046999999999997,7.3502
1985,Sep,28.889,58.941,9.377,0.0,33.576,24.2,6.14,330.309,58.941,29.4,8.5779
1986,Sep,30.176,58.941,9.377,0.0,34.865,25.489,6.22,103.09299999999999,58.941,30.124000000000002,6.0319
1987,Sep,30.377,58.941,9.377,0.0,35.065,25.688000000000002,6.2,36.684,58.941,30.846999999999998,4.373
1988,Sep,28.912,58.941,9.377,0.0,33.6,24.223000000000003,6.11,203.903,58.941,29.046999999999997,8.8866
1989,Sep,29.3,58.941,9.377,0.0,33.988,24.611,6.17,241.578,58.941,29.046999999999997,8.0625
1990,Sep,29.688000000000002,58.941,9.377,0.0,34.376,25.0,6.19,212.795,58.941,29.046999999999997,6.6413
1991,Sep,30.0,58.941,9.377,0.0,34.688,25.311999999999998,6.19,122.46,58.941,29.224,6.059
1992,Sep,29.688000000000002,58.941,9.377,0.0,34.376,25.0,6.18,65.956,58.941,29.046999999999997,5.4448
1993,Sep,29.589000000000002,58.941,9.377,0.0,34.275999999999996,24.9,6.18,64.293,58.941,29.046999999999997,4.7685
1994,Sep,30.2,58.941,9.377,0.0,34.889,25.511999999999997,6.2,49.261,58.941,30.235,5.0936
1995,Sep,29.6,58.941,9.377,0.0,34.288000000000004,24.912,6.16,223.90900000000002,58.941,29.046999999999997,7.0085
1996,Sep,28.988000000000003,65.553,9.377,0.0,33.677,24.3,6.04,218.46,65.553,29.046999999999997,7.3326
1997,Sep,29.788,57.452,9.377,0.0,34.477,25.1,6.23,79.875,57.452,29.046999999999997,5.2242
1998,Sep,29.888,64.053,9.377,0.0,34.577,25.2,6.09,64.596,64.053,29.046999999999997,5.3020000000000005
1999,Sep,29.4,54.082,9.377,0.0,34.089,24.712,6.26,120.96700000000001,54.082,29.046999999999997,5.8096
2000,Sep,29.688000000000002,52.788000000000004,9.377,0.0,34.376,25.0,6.29,184.917,52.788000000000004,29.046999999999997,6.0225
2001,Sep,29.888,61.683,9.377,0.0,34.577,25.2,6.17,156.514,61.683,29.423000000000002,6.0537
2002,Sep,30.576,53.181999999999995,9.377,0.0,35.265,25.888,6.32,123.594,53.181999999999995,30.846999999999998,5.4183
1930,Oct,26.712,54.093,8.177,0.4389,30.8,22.623,5.43,587.562,54.093,27.8,12.2734
1931,Oct,28.2,49.393,8.177,0.0088,32.288000000000004,24.112,5.55,138.213,49.393,28.435,7.7349
1932,Oct,27.3,61.605,8.177,0.1459,31.388,23.212,5.3,262.058,61.605,27.923000000000002,5.7698
1933,Oct,27.112,54.093,8.177,0.38,31.2,23.023000000000003,5.44,209.648,54.093,28.212,7.2761
1934,Oct,27.412,53.205,8.177,0.0989,31.5,23.324,5.48,438.00699999999995,53.205,28.435,10.3745
1935,Oct,27.511999999999997,53.305,8.177,0.1112,31.6,23.423000000000002,5.46,355.835,53.305,28.435,8.7523
1936,Oct,27.811999999999998,54.093,8.177,0.0,31.9,23.724,5.46,116.272,54.093,28.535999999999998,6.1418
1937,Oct,27.112,54.093,8.177,0.3365,31.2,23.023000000000003,5.45,236.235,54.093,28.535999999999998,7.9794
1938,Oct,28.3,52.482,8.177,0.0012,32.388000000000005,24.211,5.5,148.57,52.482,28.535999999999998,5.0299
1939,Oct,27.712,52.793,8.177,0.0088,31.8,23.624000000000002,5.5,212.253,52.793,28.535999999999998,10.6841
1940,Oct,27.635,53.093,8.177,0.1,31.723000000000003,23.546999999999997,5.48,186.644,53.093,28.535999999999998,7.8834
1941,Oct,27.611,55.681000000000004,8.077,0.0,31.7,23.624000000000002,5.38,228.33700000000002,55.681000000000004,28.535999999999998,7.1358
1942,Oct,27.623,54.093,8.177,0.1264,31.712,23.535,5.46,120.37200000000001,54.093,28.435,7.12
1943,Oct,26.224,53.294,8.177,0.7088,30.311,22.136,5.41,713.067,53.294,26.935,12.3317
1944,Oct,27.835,50.67,8.177,0.0612,31.924,23.747,5.51,225.935,50.67,28.524,9.6984
1945,Oct,27.424,51.394,8.177,0.18,31.511999999999997,23.335,5.49,92.35700000000001,51.394,28.435,5.2029
1946,Oct,27.5,54.705,8.177,0.1159,31.588,23.412,5.4,212.72799999999998,54.705,28.435,6.9270000000000005
1947,Oct,27.011999999999997,54.493,8.177,0.4077,31.1,22.924,5.4,181.56799999999998,54.493,28.447,6.9416
1948,Oct,27.611,50.606,8.177,0.0,31.7,23.523000000000003,5.49,180.97,50.606,28.435,6.407
1949,Oct,28.212,54.005,8.177,0.0,32.3,24.123,5.45,121.344,54.005,28.447,5.6089
1950,Oct,27.211,51.858000000000004,8.177,0.3277,31.3,23.123,5.46,164.338,51.858000000000004,28.435,7.2443
1951,Oct,28.3,51.394,8.177,0.0,32.388000000000005,24.211,5.5,88.39299999999999,51.394,29.311999999999998,4.6611
1952,Oct,27.712,52.805,8.177,0.1088,31.8,23.624000000000002,5.48,117.307,52.805,28.447,7.9431
1953,Oct,27.211,52.593,8.177,0.18,31.3,23.123,5.46,460.934,52.593,28.435,10.5217
1954,Oct,27.112,52.705,8.177,0.3888,31.2,23.023000000000003,5.47,254.03099999999998,52.705,28.535999999999998,9.6882
1955,Oct,27.7,57.611000000000004,8.177,0.01,31.788,23.612,5.38,199.817,57.611000000000004,28.535999999999998,6.5523
1956,Oct,26.8,57.27,8.177,0.4789,30.888,22.711,5.34,252.923,57.27,27.346999999999998,10.0864
1957,Oct,27.488000000000003,56.163999999999994,8.177,0.0636,31.576999999999998,23.4,5.4,208.31900000000002,56.163999999999994,28.435,7.8481
1958,Oct,27.5,58.47,8.177,0.1365,31.588,23.412,5.38,381.176,58.47,28.435,10.5471
1959,Oct,27.8,58.07,8.177,0.01,31.889,23.712,5.39,218.608,58.07,28.535999999999998,7.6135
1960,Oct,27.9,53.382,8.177,0.0,31.988000000000003,23.811999999999998,5.48,145.734,53.382,28.435,5.9258
1961,Oct,27.611,54.146,8.177,0.1465,31.7,23.523000000000003,5.44,178.16,54.146,28.435,7.3929
1962,Oct,26.712,58.828,8.177,0.38,30.8,22.623,5.31,366.844,58.828,28.447,11.3189
1963,Oct,28.0,54.581,8.177,0.0,32.088,23.910999999999998,5.45,170.328,54.581,28.535999999999998,8.0354
1964,Oct,28.5,52.558,8.177,0.0,32.589,24.412,5.51,166.86599999999999,52.558,28.535999999999998,6.2216
1965,Oct,28.0,50.729,8.177,0.0,32.088,23.910999999999998,5.53,86.259,50.729,28.535999999999998,4.2893
1966,Oct,27.112,49.328,8.177,0.2747,31.2,23.023000000000003,5.48,216.702,49.328,28.447,8.1445
1967,Oct,26.811999999999998,53.475,8.177,0.4723,30.9,22.723000000000003,5.45,126.228,53.475,28.435,5.9922
1968,Oct,27.611,50.828,8.177,0.0888,31.7,23.523000000000003,5.51,127.655,50.828,28.346999999999998,6.6818
1969,Oct,27.211,52.617,8.177,0.19,31.3,23.123,5.46,503.865,52.617,28.535999999999998,11.8098
1970,Oct,27.424,54.981,8.177,0.1353,31.511999999999997,23.335,5.42,121.814,54.981,28.535999999999998,6.347
1971,Oct,27.289,54.258,8.177,0.3024,31.375999999999998,23.2,5.44,351.022,54.258,28.435,9.621
1972,Oct,27.412,57.006,8.177,0.1365,31.5,23.324,5.4,384.08,57.006,28.346999999999998,9.9524
1973,Oct,27.7,56.282,8.177,0.0111,31.788,23.612,5.42,214.488,56.282,28.323,8.2241
1974,Oct,27.5,52.876000000000005,8.177,0.09,31.588,23.412,5.46,186.708,52.876000000000005,28.447,7.2093
1975,Oct,27.223000000000003,59.923,8.177,0.1876,31.311999999999998,23.135,5.32,322.447,59.923,28.535999999999998,10.3601
1976,Oct,27.611,49.463,8.177,0.0,31.7,23.523000000000003,5.52,361.909,49.463,28.435,9.2966
1977,Oct,26.823,59.428999999999995,8.177,0.2612,30.912,22.735,5.31,460.26599999999996,59.428999999999995,28.535999999999998,10.6163
1978,Oct,28.112,54.593,8.177,0.0,32.2,24.024,5.44,130.42,54.593,28.535999999999998,6.3375
1979,Oct,27.811999999999998,52.293,8.177,0.0547,31.9,23.724,5.47,126.685,52.293,28.535999999999998,5.8452
1980,Oct,27.9,49.463,8.177,0.0,31.988000000000003,23.811999999999998,5.56,114.68700000000001,49.463,28.524,6.341
1981,Oct,27.611,54.382,8.177,0.09,31.7,23.523000000000003,5.42,346.524,54.382,28.435,9.201
1982,Oct,28.112,54.593,8.177,0.0,32.2,24.024,5.45,129.29399999999998,54.593,28.535999999999998,6.8742
1983,Oct,27.824,55.181999999999995,8.177,0.0,31.912,23.735,5.41,304.349,55.181999999999995,28.447,7.19
1984,Oct,27.635,54.093,8.177,0.01,31.723000000000003,23.546999999999997,5.45,158.826,54.093,28.535999999999998,5.7124
1985,Oct,27.724,54.394,8.177,0.0665,31.811,23.636,5.46,115.405,54.394,28.535999999999998,6.897
1986,Oct,27.523000000000003,54.181000000000004,8.177,0.0,31.612,23.435,5.45,367.156,54.181000000000004,28.535999999999998,8.7764
1987,Oct,28.011,54.093,8.177,0.0,32.1,23.923000000000002,5.47,260.469,54.093,28.435,8.4946
1988,Oct,28.524,55.181999999999995,8.177,0.0,32.611999999999995,24.435,5.46,101.169,55.181999999999995,29.546999999999997,5.1695
1989,Oct,28.212,54.181000000000004,8.177,0.0,32.3,24.123,5.47,135.998,54.181000000000004,28.535999999999998,6.2945
1990,Oct,27.611,54.482,8.177,0.1,31.7,23.523000000000003,5.43,383.515,54.482,28.535999999999998,10.071
1991,Oct,28.112,54.093,8.177,0.0,32.2,24.024,5.48,207.657,54.093,28.435,8.3952
1992,Oct,27.811999999999998,54.093,8.177,0.0,31.9,23.724,5.45,122.03299999999999,54.093,28.535999999999998,6.3282
1993,Oct,27.6,54.093,8.177,0.01,31.688000000000002,23.511,5.44,294.568,54.093,28.535999999999998,9.2312
1994,Oct,27.724,54.093,8.177,0.0,31.811,23.636,5.48,331.912,54.093,28.447,9.8077
1995,Oct,27.923000000000002,54.093,8.177,0.0,32.012,23.835,5.44,183.515,54.093,28.535999999999998,8.8336
1996,Oct,27.724,54.799,8.177,0.0618,31.811,23.636,5.41,279.55400000000003,54.799,28.535999999999998,8.9764
1997,Oct,27.912,42.352,8.177,0.0,32.0,23.823,5.68,220.989,42.352,28.435,8.2828
1998,Oct,27.824,62.099,8.177,0.0,31.912,23.735,5.3,103.728,62.099,28.835,7.8671
1999,Oct,27.824,46.099,8.177,0.0,31.912,23.735,5.59,208.31099999999998,46.099,28.535999999999998,8.1293
2000,Oct,27.611,51.364,8.177,0.0,31.7,23.523000000000003,5.49,236.43900000000002,51.364,28.7,8.0523
2001,Oct,27.424,51.934,8.177,0.0,31.511999999999997,23.335,5.47,347.236,51.934,28.535999999999998,9.3694
2002,Oct,27.912,58.693000000000005,8.177,0.0,32.0,23.823,5.41,287.694,58.693000000000005,28.435,9.1787
1930,Nov,24.835,46.441,7.465,0.3741,28.612,21.147,4.81,507.45,46.441,24.982,9.5265
1931,Nov,25.511999999999997,44.106,7.465,0.1788,29.288,21.824,4.91,314.70599999999996,44.106,25.005,8.4259
1932,Nov,25.623,55.552,7.465,0.09,29.4,21.935,4.68,245.22299999999998,55.552,25.682,9.7046
1933,Nov,25.423000000000002,45.941,7.465,0.09,29.2,21.736,4.85,73.71,45.941,25.682,4.6064
1934,Nov,25.224,42.852,7.465,0.3265,29.0,21.535,4.92,110.266,42.852,24.894000000000002,6.9952
1935,Nov,25.323,44.729,7.465,0.1677,29.1,21.635,4.88,100.831,44.729,24.694000000000003,4.6763
1936,Nov,25.623,47.82899999999999,7.465,0.0376,29.4,21.935,4.82,352.659,47.82899999999999,25.682,10.37
1937,Nov,25.035,45.74100000000001,7.465,0.26,28.811,21.346999999999998,4.85,515.836,45.74100000000001,25.682,10.1239
1938,Nov,25.323,43.464,7.465,0.2641,29.1,21.635,4.92,4.124,43.464,24.994,4.1046
1939,Nov,25.124000000000002,48.629,7.465,0.3741,28.9,21.435,4.8,357.664,48.629,24.805999999999997,9.8675
1940,Nov,25.423000000000002,50.964,7.465,0.08,29.2,21.736,4.76,457.727,50.964,25.67,11.2592
1941,Nov,25.612,48.441,7.465,0.0565,29.388,21.923000000000002,4.82,334.14300000000003,48.441,25.781999999999996,9.3176
1942,Nov,25.535,44.193999999999996,7.465,0.1077,29.311999999999998,21.846999999999998,4.9,102.57799999999999,44.193999999999996,25.77,5.2253
1943,Nov,25.423000000000002,47.841,7.465,0.1077,29.2,21.736,4.8,245.2,47.841,25.493000000000002,7.8983
1944,Nov,25.524,46.853,7.465,0.2388,29.3,21.835,4.85,501.69699999999995,46.853,25.182,10.6022
1945,Nov,24.623,48.553000000000004,7.465,0.4206,28.4,20.936,4.8,286.818,48.553000000000004,25.305999999999997,7.9234
1946,Nov,25.924,52.552,7.465,0.0,29.7,22.235,4.74,515.988,52.552,26.081999999999997,11.9501
1947,Nov,25.524,42.24100000000001,7.465,0.1742,29.3,21.835,4.91,53.806000000000004,42.24100000000001,25.194000000000003,4.0482
1948,Nov,26.3,46.928999999999995,7.465,0.0,30.076999999999998,22.612,4.87,251.91400000000002,46.928999999999995,25.682,9.6783
1949,Nov,25.235,43.24,7.465,0.3164,29.011999999999997,21.546999999999997,4.93,128.018,43.24,25.182,4.0823
1950,Nov,25.224,46.053000000000004,7.465,0.2865,29.0,21.535,4.84,97.92,46.053000000000004,24.894000000000002,7.3634
1951,Nov,26.123,47.553000000000004,7.465,0.0,29.9,22.435,4.87,148.589,47.553000000000004,25.682,8.9991
1952,Nov,25.735,39.852,7.465,0.0441,29.511,22.046999999999997,4.98,31.396,39.852,25.093000000000004,2.0999
1953,Nov,25.435,42.953,7.465,0.2077,29.212,21.747,4.91,97.75,42.953,25.394000000000002,4.2045
1954,Nov,24.623,39.6,7.465,0.5776,28.4,20.936,4.94,15.708,39.6,24.394000000000002,1.6969999999999998
1955,Nov,24.835,46.853,7.465,0.3642,28.612,21.147,4.85,128.586,46.853,24.594,4.7141
1956,Nov,25.311999999999998,49.105,7.465,0.16,29.088,21.623,4.8,185.575,49.105,25.781999999999996,6.9274
1957,Nov,25.410999999999998,47.841,7.465,0.1512,29.189,21.724,4.81,331.73900000000003,47.841,25.682,8.914
1958,Nov,25.711,51.218,7.465,0.0,29.488000000000003,22.023000000000003,4.76,328.26199999999994,51.218,25.682,7.8952
1959,Nov,25.311999999999998,46.476000000000006,7.465,0.1176,29.088,21.623,4.86,258.004,46.476000000000006,25.781999999999996,6.9493
1960,Nov,24.523000000000003,52.629,7.465,0.4088,28.3,20.835,4.71,651.873,52.629,25.682,11.9474
1961,Nov,25.124000000000002,47.406000000000006,7.465,0.26,28.9,21.435,4.84,136.937,47.406000000000006,25.081999999999997,6.4906
1962,Nov,25.410999999999998,42.165,7.465,0.2188,29.189,21.724,4.9,75.248,42.165,24.994,5.3787
1963,Nov,25.612,47.953,7.465,0.0,29.388,21.923000000000002,4.84,313.587,47.953,25.682,6.2773
1964,Nov,24.635,46.353,7.465,0.2588,28.410999999999998,20.947,4.85,517.216,46.353,25.194000000000003,9.6581
1965,Nov,25.511999999999997,44.56399999999999,7.465,0.0,29.288,21.824,4.89,235.65599999999998,44.56399999999999,25.77,7.0452
1966,Nov,26.123,49.105,7.465,0.0,29.9,22.435,4.81,505.566,49.105,25.871,10.6794
1967,Nov,24.523000000000003,39.864000000000004,7.465,0.3565,28.3,20.835,4.91,112.586,39.864000000000004,25.093000000000004,6.6539
1968,Nov,25.410999999999998,46.976000000000006,7.465,0.0923,29.189,21.724,4.84,128.43200000000002,46.976000000000006,25.682,6.5389
1969,Nov,26.212,45.32899999999999,7.465,0.0,29.989,22.524,4.9,343.876,45.32899999999999,25.682,8.9928
1970,Nov,25.323,46.823,7.465,0.2011,29.1,21.635,4.87,429.602,46.823,24.994,10.1402
1971,Nov,24.935,36.823,7.465,0.26,28.712,21.247,5.03,64.46300000000001,36.823,24.994,4.8046
1972,Nov,25.623,47.629,7.465,0.0,29.4,21.935,4.81,167.32299999999998,47.629,25.682,7.67
1973,Nov,25.224,43.163999999999994,7.465,0.26,29.0,21.535,4.92,55.864,43.163999999999994,25.581999999999997,6.5987
1974,Nov,25.147,39.041,7.465,0.2065,28.924,21.459,4.99,117.63,39.041,25.493000000000002,5.29
1975,Nov,24.824,47.676,7.465,0.4065,28.6,21.135,4.81,341.414,47.676,24.294,8.9334
1976,Nov,26.123,51.776,7.465,0.0,29.9,22.435,4.75,560.269,51.776,25.971,11.2582
1977,Nov,25.912,54.535,7.465,0.0,29.688000000000002,22.224,4.69,460.281,54.535,26.371,11.0494
1978,Nov,26.135,47.506,7.465,0.0,29.910999999999998,22.445999999999998,4.86,168.817,47.506,26.371,10.0653
1979,Nov,25.811999999999998,55.341,7.465,0.0023,29.589000000000002,22.124000000000002,4.68,510.07,55.341,26.371,12.1335
1980,Nov,25.511999999999997,45.452,7.465,0.0023,29.288,21.824,4.87,397.684,45.452,25.871,9.0806
1981,Nov,25.524,46.706,7.465,0.0,29.3,21.835,4.85,66.243,46.706,25.682,7.0681
1982,Nov,26.224,47.32899999999999,7.465,0.0,30.0,22.535,4.87,262.047,47.32899999999999,25.682,8.6828
1983,Nov,25.635,46.729,7.465,0.0,29.412,21.947,4.85,91.932,46.729,25.381999999999998,5.5569
1984,Nov,25.235,45.852,7.465,0.1012,29.011999999999997,21.546999999999997,4.85,316.022,45.852,25.77,7.5324
1985,Nov,24.736,46.152,7.465,0.1824,28.511999999999997,21.046999999999997,4.82,768.9119999999999,46.152,25.77,12.6051
1986,Nov,25.924,47.541000000000004,7.465,0.0,29.7,22.235,4.82,145.174,47.541000000000004,25.971,8.3929
1987,Nov,26.435,47.229,7.465,0.0,30.212,22.747,4.87,196.579,47.229,26.993000000000002,8.3851
1988,Nov,25.023000000000003,46.441,7.465,0.1736,28.8,21.336,4.85,371.411,46.441,25.682,8.5317
1989,Nov,25.524,46.729,7.465,0.0,29.3,21.835,4.86,365.671,46.729,25.682,8.3664
1990,Nov,26.224,47.229,7.465,0.0,30.0,22.535,4.84,194.18900000000002,47.229,26.781999999999996,7.1684
1991,Nov,25.635,46.441,7.465,0.0353,29.412,21.947,4.86,375.267,46.441,25.281999999999996,9.0053
1992,Nov,26.035,46.441,7.465,0.0,29.811999999999998,22.346999999999998,4.87,348.91,46.441,25.77,8.9322
1993,Nov,25.912,46.441,7.465,0.0,29.688000000000002,22.224,4.86,336.486,46.441,26.494,8.7234
1994,Nov,25.323,46.441,7.465,0.1747,29.1,21.635,4.85,355.806,46.441,25.682,9.437000000000001
1995,Nov,26.624000000000002,46.441,7.465,0.0,30.4,22.935,4.89,153.495,46.441,27.281999999999996,6.5771
1996,Nov,26.212,39.494,7.465,0.0,29.989,22.524,5.0,259.982,39.494,25.682,8.4565
1997,Nov,25.912,58.6,7.465,0.0,29.688000000000002,22.224,4.64,617.086,58.6,26.671,12.0657
1998,Nov,26.236,42.982,7.465,0.0,30.011999999999997,22.546999999999997,4.94,315.819,42.982,26.982,8.1611
1999,Nov,26.023000000000003,35.053000000000004,7.465,0.0,29.8,22.335,5.08,158.69,35.053000000000004,25.682,6.5757
2000,Nov,26.123,38.641,7.465,0.0,29.9,22.435,5.01,136.547,38.641,26.17,5.8293
2001,Nov,26.324,46.858000000000004,7.465,0.0,30.1,22.635,4.86,204.658,46.858000000000004,26.359,6.593999999999999
2002,Nov,25.623,51.294,7.465,0.0,29.4,21.935,4.76,343.537,51.294,25.682,8.2457
1930,Dec,24.324,36.593,7.941,0.0,28.3,20.359,4.79,106.625,36.593,23.87,2.3522
1931,Dec,24.311999999999998,37.993,7.941,0.2089,28.288,20.347,4.79,302.993,37.993,23.759,7.5336
1932,Dec,24.123,36.593,7.941,0.2136,28.1,20.158,4.8,83.595,36.593,23.846999999999998,2.9656
